authors,title,average_rating
Viktor E. Frankl,Man's Search for Meaning,4.0
Tana French,"In the Woods (Dublin Murder Squad, #1)",4.0
Richard Dawkins,The God Delusion,4.0
Gayle Forman,"Where She Went (If I Stay, #2)",4.0
John Irving,The World According to Garp,4.0
Lee Child,"Killing Floor (Jack Reacher, #1)",4.0
"Daniel Defoe, Gerald McCann, Virginia Woolf",Robinson Crusoe,4.0
"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",The Prince,4.0
Philip Pullman,"The Amber Spyglass (His Dark Materials, #3)",4.0
Terry Goodkind,"Wizard's First Rule (Sword of Truth, #1)",4.0
J.D. Salinger,Franny and Zooey,4.0
Chuck Palahniuk,Choke,4.0
"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",The Brothers Karamazov,4.0
Jeanne DuPrau,"The City of Ember (Book of Ember, #1)",4.0
Stephen King,The Green Mile,4.0
Kahlil Gibran,The Prophet,4.0
Art Spiegelman,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",4.0
"P.C. Cast, Kristin Cast","Untamed (House of Night, #4)",4.0
Orson Scott Card,"Speaker for the Dead (Ender's Saga, #2)",4.0
C.S. Lewis,Mere Christianity,4.0
Donna Tartt,The Secret History,4.0
Dave Eggers,A Heartbreaking Work of Staggering Genius,4.0
Jean M. Auel,"The Clan of the Cave Bear (Earth's Children, #1)",4.0
Anna Sewell,Black Beauty,4.0
"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",War and Peace,4.0
Bret Easton Ellis,American Psycho,4.0
Meg Cabot,"The Princess Diaries (The Princess Diaries, #1)",4.0
Alexander McCall Smith,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",4.0
Arthur C. Clarke,"2001: A Space Odyssey (Space Odyssey, #1)",4.0
Francine Rivers,Redeeming Love,4.0
"Tim LaHaye, Jerry B. Jenkins","Left Behind (Left Behind, #1)",4.0
Kiera Cass,"The One (The Selection, #3)",4.0
Suzanne Collins,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",4.0
Barbara Ehrenreich,Nickel and Dimed: On (Not) Getting By in America,4.0
Sophie Kinsella,Remember Me?,4.0
Robert Jordan,"The Great Hunt (Wheel of Time, #2)",4.0
Patricia Cornwell,"Postmortem (Kay Scarpetta, #1)",4.0
Edgar Allan Poe,The Complete Stories and Poems,4.0
"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",The Hiding Place: The Triumphant True Story of Corrie Ten Boom,4.0
Arthur Conan Doyle,The Adventures of Sherlock Holmes,4.0
Pat Conroy,The Prince of Tides,4.0
Michael Chabon,The Amazing Adventures of Kavalier & Clay,4.0
Simone Elkeles,"Perfect Chemistry (Perfect Chemistry, #1)",4.0
"J.M. Barrie, Michael Hague",Peter Pan,4.0
Scott Westerfeld,"Pretties (Uglies, #2)",4.0
"Haruki Murakami, Jay Rubin",The Wind-Up Bird Chronicle,4.0
Michael Connelly,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",4.0
David Mitchell,Cloud Atlas,4.0
Tim O'Brien,The Things They Carried,4.0
Banksy,Wall and Piece,4.0
Lauren Oliver,"Pandemonium (Delirium, #2)",4.0
Jeff Lindsay,"Darkly Dreaming Dexter (Dexter, #1)",4.0
Charlaine Harris,"Living Dead in Dallas (Sookie Stackhouse, #2)",4.0
Robert Jordan,"The Dragon Reborn (Wheel of Time, #3)",4.0
"Jonathan Swift, Robert DeMaria Jr.",Gulliver's Travels,4.0
"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",Much Ado About Nothing,4.0
"Unknown, Seamus Heaney",Beowulf,3.0
"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",Batman: Year One,4.0
Harper Lee,Go Set a Watchman,3.0
David Sedaris,When You Are Engulfed in Flames,4.0
Laini Taylor,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",4.0
Victoria Aveyard,"Red Queen (Red Queen, #1)",4.0
Charles Duhigg,The Power of Habit: Why We Do What We Do in Life and Business,4.0
John Berendt,Midnight in the Garden of Good and Evil,4.0
Colleen Hoover,"Hopeless (Hopeless, #1)",4.0
"Frances Hodgson Burnett, Nancy Bond",A Little Princess,4.0
Sarah Dessen,The Truth About Forever,4.0
C.S. Lewis,"The Horse and His Boy (Chronicles of Narnia, #5)",4.0
Richelle Mead,"Last Sacrifice (Vampire Academy, #6)",4.0
"Laura Ingalls Wilder, Garth Williams","Little House on the Prairie (Little House, #2)",4.0
"Margery Williams Bianco, William   Nicholson",The Velveteen Rabbit,4.0
Robert M. Pirsig,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,4.0
"H.G. Wells, Arthur C. Clarke",The War of the Worlds,4.0
Sara Shepard,"Pretty Little Liars (Pretty Little Liars, #1)",4.0
Don Freeman,Corduroy,4.0
Michael Pollan,The Omnivore's Dilemma: A Natural History of Four Meals,4.0
Kate Atkinson,Life After Life,4.0
Nicholas Sparks,The Rescue,4.0
Diana Gabaldon,"Voyager (Outlander, #3)",4.0
"Kenneth Branagh, William Shakespeare","Hamlet: Screenplay, Introduction And Film Diary",4.0
Jeffrey Eugenides,The Virgin Suicides,4.0
Charlaine Harris,"Dead to the World (Sookie Stackhouse, #4)",4.0
"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",Tess of the D'Urbervilles,4.0
"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",Madame Bovary,4.0
"Norton Juster, Jules Feiffer",The Phantom Tollbooth,4.0
Brandon Sanderson,"The Way of Kings (The Stormlight Archive, #1)",5.0
Ned Vizzini,It's Kind of a Funny Story,4.0
Brandon Sanderson,"The Well of Ascension (Mistborn, #2)",4.0
Jojo Moyes,"After You (Me Before You, #2)",4.0
Vanessa Diffenbaugh,The Language of Flowers,4.0
"Frank Miller, Klaus Janson, Lynn Varley","Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",4.0
James Patterson,"The Angel Experiment (Maximum Ride, #1)",4.0
Nick Hornby,High Fidelity,4.0
Nicholas Sparks,The Guardian,4.0
Margaret Atwood,"Oryx and Crake (MaddAddam, #1)",4.0
John Gray,"Men Are from Mars, Women Are from Venus",4.0
Anthony Bourdain,Kitchen Confidential: Adventures in the Culinary Underbelly,4.0
Michael Crichton,Timeline,4.0
Voltaire,Candide,4.0
Natalie Babbitt,Tuck Everlasting,4.0
P.D. Eastman,Are You My Mother?,4.0
E.H. Gombrich,The Story of Art,4.0
Marissa Meyer,"Scarlet (The Lunar Chronicles, #2)",4.0
Robert T. Kiyosaki,"Rich Dad, Poor Dad",4.0
Becca Fitzpatrick,"Silence (Hush, Hush, #3)",4.0
Lev Grossman,The Magicians (The Magicians #1),3.0
"Tsugumi Ohba, Takeshi Obata","Death Note, Vol. 1: Boredom (Death Note, #1)",4.0
Libba Bray,"A Great and Terrible Beauty (Gemma Doyle, #1)",4.0
Jonathan Safran Foer,Everything Is Illuminated,4.0
Robert Ludlum,"The Bourne Supremacy (Jason Bourne, #2)",4.0
"Charles Dickens, Jeremy Tambling",David Copperfield,4.0
"Sherman Alexie, Ellen Forney",The Absolutely True Diary of a Part-Time Indian,4.0
"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",The Master and Margarita,4.0
Ursula K. Le Guin,"A Wizard of Earthsea (Earthsea Cycle, #1)",4.0
"Kate DiCamillo, Chris Sheban",Because of Winn-Dixie,4.0
John Knowles,A Separate Peace,4.0
John Grisham,The Rainmaker,4.0
"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",Don Quixote,4.0
Robin Hobb,"Assassin's Apprentice (Farseer Trilogy, #1)",4.0
Douglas Adams,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",4.0
Lauren Kate,"Torment (Fallen, #2)",4.0
Beatrix Potter,The Tale of Peter Rabbit,4.0
"C.S. Lewis, Pauline Baynes","The Silver Chair (Chronicles of Narnia, #4)",4.0
Brandon Sanderson,"The Hero of Ages (Mistborn, #3)",4.0
Susanna Kaysen,"Girl, Interrupted",4.0
"Richard Bach, Russell Munson",Jonathan Livingston Seagull,4.0
Cassandra Clare,"City of Heavenly Fire (The Mortal Instruments, #6)",4.0
Stephen King,Cell,4.0
Daniel James Brown,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,4.0
"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",The Silmarillion (Middle-Earth Universe),4.0
Stephen King,"The Drawing of the Three (The Dark Tower, #2)",4.0
"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",The Trial,4.0
Sarah Dessen,This Lullaby,4.0
Jodi Picoult,Plain Truth,4.0
Piper Kerman,Orange Is the New Black,4.0
"Arthur Conan Doyle, Anne Perry",The Hound of the Baskervilles,4.0
Daniel Kahneman,"Thinking, Fast and Slow",4.0
Marion Zimmer Bradley,"The Mists of Avalon (Avalon, #1)",4.0
Judy Blume,"Are You There God? It's Me, Margaret",4.0
Nicholas Sparks,Nights in Rodanthe,4.0
Stephen King,"Mr. Mercedes (Bill Hodges Trilogy, #1)",4.0
Charlaine Harris,"All Together Dead (Sookie Stackhouse, #7)",4.0
Chris Bohjalian,Midwives,4.0
Chris Van Allsburg,The Polar Express,4.0
Tom Clancy,"Patriot Games (Jack Ryan Universe, #2)",4.0
"Paulo Coelho, Margaret Jull Costa",Veronika Decides to Die,4.0
"Sheryl Sandberg, Nell Scovell","Lean In: Women, Work, and the Will to Lead",4.0
Charlaine Harris,"Dead as a Doornail (Sookie Stackhouse, #5)",4.0
Tahereh Mafi,"Shatter Me (Shatter Me, #1)",4.0
Sophie Kinsella,I've Got Your Number,4.0
"Jostein Gaarder, Paulette Møller",Sophie's World,4.0
Mark Cotta Vaz,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",4.0
Ray Bradbury,The Martian Chronicles,4.0
Jennifer Egan,A Visit from the Goon Squad,4.0
"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",Heidi,4.0
C.S. Lewis,"The Last Battle (Chronicles of Narnia, #7)",4.0
Ken Follett,"World Without End (The Kingsbridge Series, #2)",4.0
"P.C. Cast, Kristin Cast","Chosen (House of Night, #3)",4.0
Colleen Hoover,"Slammed (Slammed, #1)",4.0
Alex Flinn,"Beastly (Beastly, #1; Kendra Chronicles, #1)",4.0
"Geoffrey Chaucer, Nevill Coghill",The Canterbury Tales,3.0
Emily Giffin,Baby Proof,4.0
Christopher Paolini,"Inheritance (The Inheritance Cycle, #4)",4.0
"Haruki Murakami, Jay Rubin, Philip Gabriel",1Q84,4.0
Harriet Beecher Stowe,Uncle Tom's Cabin,4.0
"Gaston Leroux, Alexander Teixeira de Mattos",The Phantom of the Opera,4.0
Charlaine Harris,"Definitely Dead (Sookie Stackhouse, #6)",4.0
"José Saramago, Giovanni Pontiero",Blindness,4.0
Jonathan Franzen,Freedom,4.0
Ally Condie,"Crossed (Matched, #2)",4.0
Ally Carter,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",4.0
Aravind Adiga,The White Tiger,4.0
Jonathan Franzen,The Corrections,4.0
Barack Obama,Dreams from My Father: A Story of Race and Inheritance,4.0
Michael Crichton,Congo,4.0
Jhumpa Lahiri,Interpreter of Maladies,4.0
Howard Zinn,A People's History of the United States,4.0
Truman Capote,Breakfast at Tiffany's,4.0
Justin Cronin,"The Passage (The Passage, #1)",4.0
Neil Gaiman,Anansi Boys,4.0
Sarah Dessen,Along for the Ride,4.0
Celeste Ng,Everything I Never Told You,4.0
"Isabel Allende, Magda Bogin",The House of the Spirits,4.0
Stephen King,The Dead Zone,4.0
"Agatha Christie, Ροζίτα Σώκου","The Mysterious Affair at Styles (Hercule Poirot, #1)",4.0
Agatha Christie,"Murder on the Orient Express (Hercule Poirot, #10)",4.0
Chimamanda Ngozi Adichie,Americanah,4.0
James Patterson,Suzanne's Diary for Nicholas,4.0
Stephen King,Firestarter,4.0
Sylvia Day,"Entwined with You (Crossfire, #3)",4.0
Christopher McDougall,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",4.0
Gabrielle Zevin,The Storied Life of A.J. Fikry,4.0
Napoleon Hill,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,4.0
"Laura Ingalls Wilder, Garth Williams","Little House in the Big Woods (Little House, #1)",4.0
Susanna Clarke,Jonathan Strange & Mr Norrell,4.0
Nicholas Sparks,A Bend in the Road,4.0
Rick Riordan,"The House of Hades (The Heroes of Olympus, #4)",5.0
Michael  Grant,"Gone (Gone, #1)",4.0
Nicholas Sparks,"The Wedding (The Notebook, #2)",4.0
David McCullough,1776,4.0
Jon Krakauer,Under the Banner of Heaven: A Story of Violent Faith,4.0
Jess Walter,Beautiful Ruins,4.0
Barack Obama,The Audacity of Hope: Thoughts on Reclaiming the American Dream,4.0
Stephen King,On Writing: A Memoir of the Craft,4.0
Kristin Hannah,"Firefly Lane (Firefly Lane, #1)",4.0
Michael Crichton,Sphere,4.0
Emily Giffin,Love the One You're With,4.0
"Robert Galbraith, J.K. Rowling","The Silkworm (Cormoran Strike, #2)",4.0
Anne Rice,"The Vampire Lestat (The Vampire Chronicles, #2)",4.0
Ann Patchett,State of Wonder,4.0
Matthew Quick,The Silver Linings Playbook,4.0
"Jules Verne, Anthony Bonner",Twenty Thousand Leagues Under the Sea,4.0
Philippa Gregory,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",4.0
"Virginia Woolf, Maureen Howard",Mrs. Dalloway,4.0
Stephen King,Bag of Bones,4.0
John Irving,The Cider House Rules,4.0
"Jules Verne, Michael Glencross, Brian W. Aldiss",Around the World in Eighty Days,4.0
Sharon Creech,Walk Two Moons,4.0
"Paulo Coelho, Margaret Jull Costa",Eleven Minutes,4.0
J.D. Salinger,Nine Stories,4.0
Julie Powell,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",4.0
Neal Shusterman,"Unwind (Unwind, #1)",4.0
Diana Gabaldon,"Drums of Autumn (Outlander, #4)",4.0
Marie Lu,"Prodigy (Legend, #2)",4.0
William Shakespeare,King Lear,4.0
Arthur Miller,Death of a Salesman,3.0
Nicholas Sparks,The Choice,4.0
Kate Egan,The Hunger Games: Official Illustrated Movie Companion,5.0
William Faulkner,The Sound and the Fury,4.0
Eckhart Tolle,A New Earth: Awakening to Your Life's Purpose,4.0
Tite Kubo,"Bleach, Volume 01",4.0
Allie Brosh,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",4.0
Robert Jordan,"The Shadow Rising (Wheel of Time, #4)",4.0
Gregory David Roberts,Shantaram,4.0
Charlaine Harris,"From Dead to Worse (Sookie Stackhouse, #8)",4.0
"Stephen King, Ned Dameron","The Waste Lands (The Dark Tower, #3)",4.0
Jeffery Deaver,"The Bone Collector (Lincoln Rhyme, #1)",4.0
"Bernhard Schlink, Carol Brown Janeway",The Reader,4.0
"Bill Martin Jr., Eric Carle","Brown Bear, Brown Bear, What Do You See?",4.0
Dan Simmons,"Hyperion (Hyperion Cantos, #1)",4.0
John Steinbeck,The Pearl,3.0
William Peter Blatty,The Exorcist,4.0
Stephenie Meyer,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",4.0
David Guterson,Snow Falling on Cedars,4.0
Alex Haley,Roots: The Saga of an American Family,4.0
"Alan Moore, Brian Bolland, Tim Sale",Batman: The Killing Joke,4.0
Ralph Ellison,Invisible Man,4.0
Ishmael Beah,A Long Way Gone: Memoirs of a Boy Soldier,4.0
Stephen King,Different Seasons,4.0
Hugh Howey,"Wool Omnibus (Silo, #1)",4.0
Christopher Moore,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",4.0
Eckhart Tolle,The Power of Now: A Guide to Spiritual Enlightenment,4.0
Jenny  Lawson,Let's Pretend This Never Happened: A Mostly True Memoir,4.0
Scott Lynch,"The Lies of Locke Lamora (Gentleman Bastard, #1)",4.0
Garth Nix,"Sabriel (Abhorsen,  #1)",4.0
Charlaine Harris,"Dead and Gone (Sookie Stackhouse, #9)",4.0
Jodi Picoult,The Storyteller,4.0
Jennifer L. Armentrout,"Obsidian (Lux, #1)",4.0
Douglas Adams,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",4.0
Bryan Lee O'Malley,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",4.0
Jeannette Walls,Half Broke Horses,4.0
Terry Pratchett,"Mort (Death, #1; Discworld, #4)",4.0
Julie Kagawa,"The Iron King (The Iron Fey, #1)",4.0
Larry McMurtry,Lonesome Dove,4.0
Mary Roach,Stiff: The Curious Lives of Human Cadavers,4.0
Richelle Mead,"Bloodlines (Bloodlines, #1)",4.0
Orson Scott Card,"Ender's Shadow (Ender's Shadow, #1)",4.0
Sophie Kinsella,Twenties Girl,4.0
Thomas Keneally,Schindler's List,4.0
Toni Morrison,The Bluest Eye,4.0
Philippa Gregory,"The White Queen (The Plantagenet and Tudor Novels, #2)",4.0
"Malcolm X, Alex Haley",The Autobiography of Malcolm X,4.0
"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",Preludes & Nocturnes (The Sandman #1),4.0
Laura Hillenbrand,Seabiscuit: An American Legend,4.0
Dennis Lehane,Shutter Island,4.0
Arthur Conan Doyle,The Complete Sherlock Holmes,4.0
"William Shakespeare, Roma Gill",Julius Caesar,4.0
Erik Larson,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",4.0
"Plato, Desmond Lee",The Republic,4.0
William Shakespeare,The Taming of the Shrew,4.0
Marissa Meyer,"Cress (The Lunar Chronicles, #3)",4.0
Patti Smith,Just Kids,4.0
Phaidon Press,The Art Book,4.0
Jane Green,Jemima J,4.0
"Victor Hugo, Walter J. Cobb",The Hunchback of Notre-Dame,4.0
Rohinton Mistry,A Fine Balance,4.0
"Bill Watterson, G.B. Trudeau",Calvin and Hobbes,5.0
Scott Westerfeld,"Specials (Uglies, #3)",4.0
Kate Chopin,The Awakening,4.0
"P.C. Cast, Kristin Cast","Hunted (House of Night, #5)",4.0
Mitch Albom,For One More Day,4.0
Tom Clancy,"Clear and Present Danger (Jack Ryan Universe, #6)",4.0
Shel Silverstein,Falling Up,4.0
Isaac Asimov,Foundation and Empire (Foundation #2),4.0
Jodi Picoult,House Rules,4.0
"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",The Complete Grimm's Fairy Tales,4.0
E.L. Konigsburg,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.0
Stephen King,"Doctor Sleep (The Shining, #2)",4.0
Nick Hornby,About a Boy,4.0
Samantha Young,"On Dublin Street (On Dublin Street, #1)",4.0
"Francis Chan, Danae Yankoski, Chris Tomlin",Crazy Love: Overwhelmed by a Relentless God,4.0
Helen Keller,The Story of My Life,4.0
Jonathan Tropper,This is Where I Leave You,4.0
Seth Grahame-Smith,Abraham Lincoln: Vampire Hunter,4.0
"Natsuki Takaya, Alethea Nibley, Athena Nibley","Fruits Basket, Vol. 1",4.0
William Shakespeare,The Tempest,4.0
"P.C. Cast, Kristin Cast","Burned (House of Night, #7)",4.0
"Stephen King, Dave McKean","Wizard and Glass (The Dark Tower, #4)",4.0
Dave Eggers,The Circle,3.0
Brian Selznick,The Invention of Hugo Cabret,4.0
"Aldous Huxley, Christopher Hitchens",Brave New World / Brave New World Revisited,4.0
Bisco Hatori,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",4.0
Mary Kubica,The Good Girl,4.0
Abbi Glines,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",4.0
Rainbow Rowell,Landline,4.0
"P.C. Cast, Kristin Cast","Tempted (House of Night, #6)",4.0
Cormac McCarthy,No Country for Old Men,4.0
Hilary Mantel,"Wolf Hall (Thomas Cromwell, #1)",4.0
Diana Wynne Jones,"Howl's Moving Castle (Howl's Moving Castle, #1)",4.0
Henry David Thoreau,Walden,4.0
Kazuo Ishiguro,The Remains of the Day,4.0
Nicholas Sparks,The Best of Me,4.0
Julian Barnes,The Sense of an Ending,4.0
Sue Grafton,"A is for Alibi (Kinsey Millhone, #1)",4.0
"Sophocles, J.E. Thomas","Oedipus Rex  (The Theban Plays, #1)",4.0
Lisa See,Shanghai Girls (Shanghai Girls #1),4.0
"Kenneth Grahame, Gillian Avery",The Wind in the Willows,4.0
Jenny Han,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",4.0
"Marjane Satrapi, Mattias Ripa","Persepolis: The Story of a Childhood (Persepolis, #1)",4.0
E.M. Forster,A Room with a View,4.0
Kody Keplinger,The DUFF: Designated Ugly Fat Friend,4.0
Sarah Dessen,Lock and Key,4.0
J.D. Robb,"Naked in Death (In Death, #1)",4.0
John Grisham,The Chamber,4.0
Stephenie Meyer,"Midnight Sun (Twilight, #1.5)",4.0
"Masashi Kishimoto, Katy Bridges","Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",4.0
Rachel Joyce,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",4.0
David Levithan,"Every Day (Every Day, #1)",4.0
Orson Scott Card,"Xenocide (Ender's Saga, #3)",4.0
"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",The Merchant of Venice,4.0
James Clavell,"Shōgun (Asian Saga, #1)",4.0
J.R. Ward,"Lover Awakened (Black Dagger Brotherhood, #3)",4.0
Sarah J. Maas,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",4.0
"Bill Martin Jr., John Archambault, Lois Ehlert",Chicka Chicka Boom Boom,4.0
Raina Telgemeier,Smile,4.0
"George Orwell, Christopher Hitchens",Animal Farm / 1984,4.0
Jacquelyn Mitchard,"The Deep End of the Ocean (Cappadora Family, #1)",4.0
Amy Tan,The Bonesetter's Daughter,4.0
Louise Rennison,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",4.0
Robin Sloan,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",4.0
V.C. Andrews,"Flowers in the Attic (Dollanganger, #1)",4.0
"Paul Kalanithi, Abraham Verghese",When Breath Becomes Air,4.0
Jerry Spinelli,Maniac Magee,4.0
Chuck Palahniuk,Invisible Monsters,4.0
William Shakespeare,Twelfth Night,4.0
Lois Lowry,"Gathering Blue (The Giver, #2)",4.0
Ellen Raskin,The Westing Game,4.0
Pierce Brown,"Red Rising (Red Rising, #1)",4.0
Brent Weeks,"The Way of Shadows (Night Angel, #1)",4.0
Barbara Kingsolver,"The Bean Trees (Greer Family, #1)",4.0
Jamie McGuire,"Walking Disaster (Beautiful, #2)",4.0
Brandon Sanderson,"Words of Radiance (The Stormlight Archive, #2)",5.0
"Sam McBratney, Anita Jeram",Guess How Much I Love You,4.0
Diana Gabaldon,"The Fiery Cross (Outlander, #5)",4.0
Peter Benchley,Jaws,4.0
Nicole Krauss,The History of Love,4.0
